Date,EURUSD,SP500,IBEX35,NASDAQ100,EUROSTOXX50,VIX
2000-01-04,0.0,-0.03834466807849768,-0.03474597741640162,-0.0644629656668938,0.0,0.1156547397891059
2000-01-05,0.0,0.0019221829913671495,-0.03065152629774648,-0.010966638405506046,0.0,-0.022214008751771375
2000-01-06,0.0,0.0009556781096431433,0.0,-0.047472278532100454,0.0,-0.025747834498469846
2000-01-07,0.0,0.027090399268961063,0.02202870726854833,0.05651025821622668,0.0,-0.1558492149329166
2000-01-10,0.0,0.011189969413615053,0.006385960369240662,0.053209941425895746,0.0,-0.00046041570893085026
2000-01-11,0.0,-0.013062511876438365,-0.014400276468527151,-0.046553869103696854,0.0,0.03638880464496963
2000-01-12,0.0,-0.004386371327394056,-0.01458362726570317,-0.0186804924044911,0.0,0.015111117892795178
2000-01-13,0.0,0.012169700618563484,0.007381325371896397,0.03850914272674455,0.0,-0.04947465238905435
2000-01-14,0.0,0.010671299962722536,0.02306084683616727,0.02565278457433151,0.0,-0.09442650039201239
2000-01-17,0.0,0.0,0.0090843808863188,0.0,0.0,0.0
2000-01-18,0.0,-0.00683207152771137,-0.019431759359844536,0.014316804742657396,0.0,0.09359105630054687
2000-01-19,0.0,0.0005222932212531894,0.004915777434988833,0.008811016883137013,0.0,0.010232526202534453
2000-01-20,0.0,-0.007095321074094607,-0.006573298904025693,0.013413762756814718,0.0,0.0013812471267926618
2000-01-21,0.0,-0.0029123190810015354,-0.0070875016828385595,0.002139647848115711,0.0,-0.04275863472072561
2000-01-24,0.0,-0.027633593591799732,-0.001303621830551105,-0.04909141962971919,0.0,0.15609990622660486
2000-01-25,0.0,0.006064800483985611,-0.008352358714979746,0.02680994808237136,0.0,-0.043622735786171596
2000-01-26,0.0,-0.00421272125638672,0.015455475367111449,-0.036684253066200156,0.0,0.0004344147994341796
2000-01-27,0.0,-0.00393842799334565,0.01588179257291622,-0.00774880741421724,0.0,0.022145037502216525
2000-01-28,0.0,-0.027456829027902918,-0.017605611096848883,-0.04091675090854163,0.0,0.11045022824982542
2000-01-31,0.0,0.025217566974388372,-0.015823019481418066,0.035959226793416565,0.0,-0.045524049521601384
2000-02-01,0.0,0.01062781920924527,0.01245032618362063,0.03689863690062012,0.0,-0.060120238642561
2000-02-02,0.0,-0.00011355740261742575,0.020565073265849776,0.006126763735589291,0.0,-0.014072490958191741
2000-02-03,0.0,0.011248137590027962,0.0311283340727313,0.034018341585281275,0.0,-0.048010405279395596
2000-02-04,0.0,-0.000421044371651913,0.003118479375857408,0.006026808963487618,0.0,-0.02135389861276571
2000-02-07,0.0,-9.127184878798822e-05,-0.006329814193106631,0.015220531059106035,0.0,0.05803156670708054
2000-02-08,0.0,0.012273198750635705,0.028504913582344527,0.03290585831596271,0.0,-0.06757353460561322
2000-02-09,0.0,-0.02081542211764542,0.008846816229595822,-0.02321324075455078,0.0,0.0776470408720129
2000-02-10,0.0,0.0036268038470079755,0.0067925532036712255,0.03062650001734868,0.0,0.0074235842413021835
2000-02-11,0.0,-0.02096932014356223,0.03427444873630714,-0.029611273208282385,0.0,0.05851757257598056
2000-02-14,0.0,0.0020329505010301396,0.002091278362236215,0.004343781435361516,0.0,-0.001638039123766255
2000-02-15,0.0,0.008712683952101452,-0.023558048920356733,0.0027345186446068315,0.0,-0.0598851162727746
2000-02-16,0.0,-0.01025641338184169,0.005754171794620122,0.00023515995610745577,0.0,0.02574171686840976
2000-02-17,0.0,0.0004251484874857603,0.007486713137461853,0.031868651601444364,0.0,-0.014461937442697415
2000-02-18,0.0,-0.030376185763956398,0.0033504382006519506,-0.0386945899158434,0.0,0.1221406954850004
2000-02-21,0.0,0.0,-0.00870798074571777,0.0,0.0,0.0
2000-02-22,0.0,0.0045168438064202565,-0.014958818861775303,0.0008522682500158307,0.0,-0.005384591909555314
2000-02-23,0.0,0.006300906826835595,0.019491728332778013,0.05063073441051036,0.0,-0.07617947309384632
2000-02-24,0.0,-0.005335445992795007,0.003248787137975606,0.019894046422485934,0.0,0.02051066486550357
2000-02-25,0.0,-0.01482903996726348,0.027411975040679826,-0.017509723605969363,0.0,0.033634193207538576
2000-02-28,0.0,0.0110173273819143,-0.01764261066684092,-0.003936790729132444,0.0,-0.020634938175415174
2000-02-29,0.0,0.013627086867551208,0.009529151011715031,0.025181832750237554,0.0,-0.053079394235973965
2000-03-01,0.0,0.009345513861218402,-0.0037422855611403127,0.00985948356350308,0.0,-0.07402658910823168
2000-03-02,0.0,0.001863462226787016,0.013629768989976032,-0.017347373077758133,0.0,-0.026802215344955083
2000-03-03,0.0,0.019837044049593633,0.0027853297565345603,0.04926725404427512,0.0,-0.08784427485202428
2000-03-06,0.0,-0.012695426449990443,0.005633572083755034,0.003220904103946376,0.0,0.11920879878533364
2000-03-07,0.0,-0.02563109757114057,-0.011672161525221325,-0.014886115220733798,0.0,0.13069764957871555
2000-03-08,0.0,0.008173349533495022,8.680769705193825e-05,0.01249196545535014,0.0,-0.020156305301636923
2000-03-09,0.0,0.025601808359159595,-0.008296276242209744,0.031621615655031965,0.0,-0.06759028677491519
2000-03-10,0.0,-0.004722866963392747,-0.003940082881036311,0.00019632351218934474,0.0,-0.04367399159564278
2000-03-13,0.0,-0.008207438775620024,-0.01230652435583035,-0.034958524686348524,0.0,0.07580040620060724
2000-03-14,0.0,-0.017685470569578254,0.015866065333367096,-0.04513634659984478,0.0,0.06827131028004141
2000-03-15,0.0,0.02427251564712085,-0.022005773296458364,-0.022943149468699797,0.0,-0.08480129896615607
