Date,EURUSD,SP500,IBEX35,NASDAQ100,EUROSTOXX50,VIX
2001-01-02,2.4102412743018176e-05,0.8686543625435345,0.36671161695459165,2.107138111883137,2.4102412743018176e-05,-2.757292940141041
2001-01-03,4.555907009150976e-05,0.8680441861348867,0.3494944793435486,2.1708702996596227,4.555907009150976e-05,-2.733445425116974
2001-01-04,4.1290864970782465e-05,0.8679360116326141,0.3396879712125052,2.1704651913125015,4.1290864970782465e-05,-2.729423560695637
2001-01-05,2.8649160076027615e-05,0.8691388939769503,0.33496360814234544,2.1744287185324325,2.8649160076027615e-05,-2.725683335884246
2001-01-08,1.62544055169183e-05,0.8697326249038839,0.32877341977296226,2.181162135253377,1.62544055169183e-05,-2.6851127554369834
2001-01-09,1.2508717605210515e-05,0.8708769900192262,0.32793257234716044,2.177297029800806,1.2508717605210515e-05,-2.703274719173181
2001-01-10,2.386831756702034e-05,0.8705712398994215,0.3248532433824783,2.1776217973510548,2.386831756702034e-05,-2.7067142915472906
2001-01-11,3.1375634855217066e-05,0.8703123494081538,0.32542939222838946,2.180695311825058,3.1375634855217066e-05,-2.70707385041249
2001-01-12,2.424586932992317e-05,0.870944632611996,0.3235175927445264,2.1796860682849,2.424586932992317e-05,-2.701887554939596
2001-01-16,2.291463707513915e-05,0.8708424880637226,0.31754262888097634,2.1761599376639142,2.291463707513915e-05,-2.683332079165256
2001-01-17,2.498326875188e-05,0.8706363240230153,0.3188307807836669,2.178551741749925,2.498326875188e-05,-2.680980200876075
2001-01-18,2.8439294908599375e-05,0.8716049810591421,0.3188625972412649,2.1820394121587356,2.8439294908599375e-05,-2.689071242611276
2001-01-19,2.7037581967893356e-05,0.8713057278568523,0.3194128102843826,2.1824527288578546,2.7037581967893356e-05,-2.687646229122114
2001-01-22,2.6363150795254533e-05,0.871534553253426,0.31979320550859236,2.182537761138253,2.6363150795254533e-05,-2.686000648451207
2001-01-23,4.082875491462227e-05,0.8689856659531467,0.323672944102736,2.1847780023057553,4.082875491462227e-05,-2.6628381349507144
2001-01-24,4.100589200869287e-05,0.8688446403601457,0.324536215751098,2.1829619799341446,4.100589200869287e-05,-2.6585168367564957
2001-01-25,3.867930492882464e-05,0.8685552504059799,0.32503826496033844,2.1850817470479997,3.867930492882464e-05,-2.6599742246418883
2001-01-26,3.934634503688446e-05,0.8685477127519212,0.32621054263877136,2.185065652849647,3.934634503688446e-05,-2.6591956843654656
2001-01-29,5.0021898357932357e-05,0.8667350667958275,0.3200627497891034,2.1948028846944583,5.0021898357932357e-05,-2.6410683558146206
2001-01-30,5.1485617496055386e-05,0.863955718008556,0.3258276727085042,2.192178830557284,5.1485617496055386e-05,-2.637747492741956
2001-01-31,4.56822842619703e-05,0.864079221931629,0.32283240211306724,2.1924377876031795,4.56822842619703e-05,-2.62736740382572
2001-02-01,4.778914078932769e-05,0.8642597005624509,0.32222007676199926,2.192169894841561,4.778914078932769e-05,-2.6274474031009643
2001-02-02,3.441972200086452e-05,0.8651295226239822,0.32195726336499664,2.1950380758641463,3.441972200086452e-05,-2.614500081285603
2001-02-05,3.551112799285495e-05,0.8651982845063974,0.3219517696170051,2.194861056486237,3.551112799285495e-05,-2.6139069272674105
2001-02-06,3.5185502995334744e-05,0.8653933359979042,0.32253667196917407,2.1943638014302578,3.5185502995334744e-05,-2.618426920061925
2001-02-07,2.8937224394840705e-05,0.8652580435399877,0.3176348448610943,2.193887242229932,2.8937224394840705e-05,-2.60616081477491
2001-02-08,2.906297289214159e-05,0.8637701065811133,0.3204152547814724,2.199817054449385,2.906297289214159e-05,-2.5952736868410478
2001-02-09,2.0622445045699698e-05,0.8642177990895219,0.32055331695947664,2.199784188018639,2.0622445045699698e-05,-2.595688377538176
2001-02-12,2.9886091886106395e-05,0.8628365339236458,0.334146474872449,2.2000397293546,2.9886091886106395e-05,-2.587144394293469
2001-02-13,2.476280874723848e-05,0.8630048678406212,0.3340946754324654,2.2019544515976386,2.476280874723848e-05,-2.5809003538876816
2001-02-14,2.395098811138209e-05,0.8627093525171,0.33720529212281436,2.203513124226658,2.395098811138209e-05,-2.5756820736832298
2001-02-15,2.9595610339177182e-05,0.862225694243245,0.3392975788979065,2.2061051321416625,2.9595610339177182e-05,-2.580085440353729
2001-02-16,1.8819247399368245e-05,0.8633739923676881,0.3388765563285573,2.2121571950522414,1.8819247399368245e-05,-2.5920039947719524
2001-02-20,1.2181326482651194e-05,0.8602852439877657,0.3479893509154212,2.2244501493260636,1.2181326482651194e-05,-2.590524269805278
2001-02-21,2.3561001184379906e-06,0.8610985521736922,0.348967971815496,2.2174271765784237,2.3561001184379906e-06,-2.5894346974081723
2001-02-22,-7.86940897400316e-07,0.8619368711389173,0.3466214572386027,2.212547155503113,-7.86940897400316e-07,-2.5815673449065177
2001-02-23,-2.743611501678466e-06,0.8621085311504726,0.34686488936845716,2.21129171899319,-2.743611501678466e-06,-2.5821548223895543
2001-02-26,1.0838400149443245e-05,0.8612984212392721,0.35474746713288524,2.205687124972385,1.0838400149443245e-05,-2.586358400942828
2001-02-27,3.2174774142233365e-06,0.8603840567107837,0.3549447445706043,2.2151001554415353,3.2174774142233365e-06,-2.588586121837607
2001-02-28,-6.878561432821993e-06,0.8618883208819048,0.3523651003222805,2.2191348300709333,-6.878561432821993e-06,-2.5945445699540284
2001-03-01,-7.522859022523225e-06,0.8626396980592298,0.35412256918292423,2.22448397782747,-7.522859022523225e-06,-2.5851453283347863
